Race,File,PartName,Slot,SubType,Variant,Tier,Hand,PrimaryBone,WidthCm,HeightCm,DepthCm,CenterY,Vertices,PolyIndices
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Weapon_sword_A,Sword,sword,A,light/cloth tier,right,,39.54,3.97,7.22,-0.00,22,78
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Xtra_wood,Lumber,wood,,,,,33.86,29.57,17.79,-7.46,30,90
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Xtra_bag,Belt Bag,bag,,,,,20.86,32.29,23.83,5.48,33,162
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Xtra_quiver,Quiver,quiver,,,,,9.60,5.22,31.74,-1.02,56,123
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine,37.22,16.88,33.71,0.58,88,350
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_A,Head,,A,light/cloth tier,,Bip001 Head,13.49,16.14,23.05,-2.13,53,266
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine,37.22,19.55,41.52,0.49,119,678
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine,37.22,16.88,33.71,0.58,88,350
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine,37.22,16.98,33.71,0.63,88,350
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine,37.22,17.05,33.71,0.67,88,350
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 L Clavicle,28.02,17.63,11.45,-0.52,32,136
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 L Clavicle,27.01,16.22,10.54,-0.50,32,136
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 L Clavicle,33.14,17.61,12.22,-0.96,34,148
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_M,Head,,M,heavy/plate tier,,Bip001 Head,12.71,17.52,24.83,-1.44,62,286
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_N,Head,,N,heavy/plate tier,,Bip001 Head,12.71,17.52,24.83,-1.44,62,286
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Forearm,55.86,10.96,15.16,2.23,26,112
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot,19.98,16.23,11.38,-1.17,36,192
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot,19.98,16.23,10.70,-1.17,36,192
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 R Forearm,55.86,10.96,15.16,2.23,26,112
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot,19.98,16.23,11.38,-1.17,36,192
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Forearm,55.86,10.96,15.16,2.23,26,112
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_B,Head,,B,light/cloth tier,,Bip001 Head,13.49,16.14,25.39,-2.13,65,292
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_C,Head,,C,medium/leather tier,,Bip001 Head,14.93,16.14,26.61,-2.13,92,410
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_D,Head,,D,medium/leather tier,,Bip001 Head,13.49,17.27,25.39,-1.57,69,300
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_E,Head,,E,medium/leather tier,,Bip001 Head,13.49,16.25,25.74,-2.08,71,310
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_F,Head,,F,heavy/plate tier,,Bip001 Head,16.67,16.25,27.39,-2.08,103,422
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_G,Head,,G,heavy/plate tier,,Bip001 Head,13.17,17.17,24.72,-1.61,73,320
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_H,Head,,H,heavy/plate tier,,Bip001 Head,17.49,17.17,29.91,-1.61,105,432
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_I,Head,,I,heavy/plate tier,,Bip001 Head,28.97,17.17,24.82,-1.61,105,456
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_J,Head,,J,heavy/plate tier,,Bip001 Head,13.13,17.51,27.25,-1.44,69,310
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_K,Head,,K,heavy/plate tier,,Bip001 Head,21.55,17.51,27.84,-1.44,95,408
Dwarf,Dwarves/models/DWF_Characters_customizable.FBX,DWF_Units_Head_L,Head,,L,heavy/plate tier,,Bip001 Head,20.69,17.23,26.31,-1.59,81,352
Elf,Elves/models/ELF_BoltThrower.FBX,ELF_BoltThrower,Engine,,,,,Bone_Bolt,111.76,54.02,136.52,6.54,354,1734
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Horse,Creature,horse,,,,Bip001 Head,26.38,85.61,67.16,-7.64,174,794
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_bow,Bow,bow,,,left,,61.34,4.35,13.01,-0.09,32,132
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,78.64,16.75,7.15,0.21,50,226
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,79.66,21.26,11.05,0.25,63,252
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,79.35,14.34,4.78,0.31,53,208
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_shield_C,Shield,shield,C,medium/leather tier,left,,5.69,60.49,22.29,-3.24,28,124
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_shield_B,Shield,shield,B,light/cloth tier,left,,5.18,43.61,19.00,0.80,21,84
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_shield_A,Shield,shield,A,light/cloth tier,left,,4.29,31.17,20.06,0.29,17,70
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_axe,Axe,axe,,,right,,40.85,3.93,10.52,0.06,29,112
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_hammer,Hammer,hammer,,,right,,28.64,4.76,12.59,0.20,18,56
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_sword_B,Sword,sword,B,light/cloth tier,right,,53.17,2.92,8.24,0.08,21,73
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_dagger,Dagger,dagger,,,right,,32.99,3.85,6.68,0.22,17,56
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_sword_A,Sword,sword,A,light/cloth tier,right,,51.53,4.80,8.42,0.13,24,100
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_spear,Spear,spear,,,right,,88.72,4.40,5.92,-0.12,21,72
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_weapon_lance,Lance,lance,,,right,,103.46,9.44,10.90,0.01,45,176
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Xtra_quiver,Quiver,quiver,,,,,10.99,7.25,36.62,-2.07,56,129
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_horse_Seat,Saddle,,,,,Bip001 Spine,24.15,15.36,20.55,1.42,19,90
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot001,18.75,15.89,14.46,-1.14,34,140
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand001,59.28,9.60,15.00,2.31,26,112
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_F,Body,,F,heavy/plate tier,,Bip001 Spine001,39.96,19.36,53.90,0.54,119,506
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine001,43.15,14.17,43.10,1.78,92,364
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_A,Head,,A,light/cloth tier,,Bip001 Head001,9.25,13.74,11.82,-2.02,99,416
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine001,43.15,14.93,43.55,2.16,92,364
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 R Hand001,59.35,9.63,15.04,2.29,26,112
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot001,18.75,15.89,14.83,-1.14,34,140
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine001,43.15,14.82,43.14,1.45,92,364
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand001,59.23,9.59,14.99,2.32,26,112
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot001,18.75,15.89,14.46,-1.14,34,140
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_C,Head,,C,medium/leather tier,,Bip001 Head001,9.88,15.52,12.58,-2.38,68,270
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine001,43.15,14.74,43.30,1.90,92,364
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle001,33.96,9.15,12.99,2.05,32,144
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_E,Head,,E,medium/leather tier,,Bip001 Head001,7.89,17.52,12.17,-0.18,98,370
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_B,Head,,B,light/cloth tier,,Bip001 Head001,9.17,14.22,13.52,-3.16,76,322
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_D,Head,,D,medium/leather tier,,Bip001 Head001,9.88,15.52,12.58,-2.37,68,270
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_G,Head,,G,heavy/plate tier,,Bip001 Head001,8.05,15.91,12.44,-1.09,93,352
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_L,Head,,L,heavy/plate tier,,Bip001 Head001,8.03,17.14,13.03,-0.43,137,398
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine001,43.15,15.16,43.19,1.68,92,364
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 L Clavicle001,28.17,8.50,12.52,0.87,32,144
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 L Clavicle001,34.16,18.08,12.26,2.87,44,216
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_N,Head,,N,heavy/plate tier,,Bip001 Head001,9.17,17.02,12.64,-0.30,135,562
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_F,Head,,F,heavy/plate tier,,Bip001 Head001,7.96,16.86,12.60,-0.58,153,458
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_H,Head,,H,heavy/plate tier,,Bip001 Head001,8.05,18.85,12.44,0.35,102,390
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_I,Head,,I,heavy/plate tier,,Bip001 Head001,8.05,18.85,13.08,0.35,166,516
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_J,Head,,J,heavy/plate tier,,Bip001 Head001,11.51,16.41,12.22,-0.74,127,488
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_M,Head,,M,heavy/plate tier,,Bip001 Head001,12.87,18.73,13.19,0.50,180,572
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_K,Head,,K,heavy/plate tier,,Bip001 Head001,13.14,18.68,12.96,0.30,200,652
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_O,Head,,O,heavy/plate tier,,Bip001 Head001,9.70,19.78,13.16,0.66,54,222
Elf,Elves/models/ELF_Cavalry_customizable.FBX,ELF_Units_Head_P,Head,,P,heavy/plate tier,,Bip001 Head001,9.79,19.97,13.10,0.79,54,222
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_bow,Bow,bow,,,left,,61.34,4.35,13.01,-0.09,32,132
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,78.64,16.75,7.15,0.21,50,226
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,79.66,21.26,11.05,0.25,63,252
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,79.35,14.34,4.78,0.31,53,208
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_shield_C,Shield,shield,C,medium/leather tier,left,,5.69,60.49,22.29,-3.24,28,124
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_shield_B,Shield,shield,B,light/cloth tier,left,,5.18,43.61,19.00,0.80,21,84
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_shield_A,Shield,shield,A,light/cloth tier,left,,4.29,31.17,20.06,0.29,17,70
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_axe,Axe,axe,,,right,,40.85,3.93,10.52,0.06,29,112
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_hammer,Hammer,hammer,,,right,,28.64,4.76,12.59,0.20,18,56
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_sword_B,Sword,sword,B,light/cloth tier,right,,53.17,2.92,8.24,0.08,21,73
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_dagger,Dagger,dagger,,,right,,32.99,3.85,6.68,0.22,17,56
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_sword_A,Sword,sword,A,light/cloth tier,right,,51.53,4.80,8.42,0.13,24,100
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_weapon_spear,Spear,spear,,,right,,88.72,4.40,5.92,-0.12,21,72
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Xtra_wood,Lumber,wood,,,,,33.86,29.57,17.79,-7.46,30,90
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Xtra_bag,Belt Bag,bag,,,,,20.86,32.29,23.83,5.48,33,162
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Xtra_quiver,Quiver,quiver,,,,,10.99,7.25,36.62,-2.07,56,129
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Legs_A,Legs,,A,light/cloth tier,,Bip001 R Foot,18.75,15.89,14.46,-1.14,34,140
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand,59.28,9.60,15.00,2.31,26,112
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_F,Body,,F,heavy/plate tier,,Bip001 Spine,39.96,19.36,53.90,0.54,119,506
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine,43.15,14.17,43.10,1.78,92,364
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_A,Head,,A,light/cloth tier,,Bip001 Head,9.25,13.74,11.82,-2.02,99,416
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine,43.15,14.93,43.55,2.16,92,364
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 R Hand,59.35,9.63,15.04,2.29,26,112
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot,18.75,15.89,14.83,-1.14,34,140
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine,43.15,14.82,43.14,1.45,92,364
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand,59.23,9.59,14.99,2.32,26,112
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot,18.75,15.89,14.46,-1.14,34,140
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_C,Head,,C,medium/leather tier,,Bip001 Head,9.88,15.52,12.58,-2.38,68,270
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine,43.15,14.74,43.30,1.90,92,364
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 R Clavicle,33.96,9.15,12.99,2.05,32,144
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_E,Head,,E,medium/leather tier,,Bip001 Head,7.89,17.52,12.17,-0.18,98,370
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_B,Head,,B,light/cloth tier,,Bip001 Head,9.17,14.22,13.52,-3.16,76,322
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_D,Head,,D,medium/leather tier,,Bip001 Head,9.88,15.52,12.58,-2.37,68,270
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_G,Head,,G,heavy/plate tier,,Bip001 Head,8.05,15.91,12.44,-1.09,93,352
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_L,Head,,L,heavy/plate tier,,Bip001 Head,8.03,17.14,13.03,-0.43,137,398
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Body_D,Body,,D,medium/leather tier,,Bip001 Spine,43.15,15.16,43.19,1.68,92,364
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Shoulderpads_A,Shoulders,,A,light/cloth tier,,Bip001 L Clavicle,28.17,8.50,12.52,0.87,32,144
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 L Clavicle,34.16,18.08,12.26,2.87,44,216
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_N,Head,,N,heavy/plate tier,,Bip001 Head,9.17,17.02,12.64,-0.30,135,562
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_F,Head,,F,heavy/plate tier,,Bip001 Head,7.96,16.86,12.60,-0.58,153,458
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_H,Head,,H,heavy/plate tier,,Bip001 Head,8.05,18.85,12.44,0.35,102,390
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_I,Head,,I,heavy/plate tier,,Bip001 Head,8.05,18.85,13.08,0.35,166,516
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_J,Head,,J,heavy/plate tier,,Bip001 Head,11.51,16.41,12.22,-0.74,127,488
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_M,Head,,M,heavy/plate tier,,Bip001 Head,12.87,18.73,13.19,0.50,180,572
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_K,Head,,K,heavy/plate tier,,Bip001 Head,13.14,18.68,12.96,0.30,200,652
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_O,Head,,O,heavy/plate tier,,Bip001 Head,9.70,19.78,13.16,0.66,54,222
Elf,Elves/models/ELF_Characters_customizable.FBX,ELF_Units_Head_P,Head,,P,heavy/plate tier,,Bip001 Head,9.79,19.97,13.10,0.79,54,222
Elf,Elves/models/extra_models/ELF_bolt.FBX,ELF_Bolt,Projectile,,,,,,13.80,82.55,13.23,0.00,54,168
Elf,Elves/models/extra_models/equipment/ELF_weapon_spear.FBX,ELF_weapon_spear,Spear,spear,,,right,,88.72,4.40,5.92,-0.12,21,72
Elf,Elves/models/extra_models/equipment/ELF_weapon_staff_C.FBX,ELF_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,79.66,21.26,11.05,0.25,63,252
Orc,Orcs/models/ORC_Catapult.FBX,Orc_Catapult_stone,Projectile,,,,,,20.13,22.00,17.98,56.51,22,108
Orc,Orcs/models/ORC_Catapult.FBX,Orc_Catapult,Engine,,,,,Bone_body_B,88.28,116.37,64.95,14.02,392,1839
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Mount_Wolf,Creature,wolf,,,,Bip001 Head,27.21,112.60,50.82,5.68,200,896
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Bow,Bow,bow,,,left,,60.33,3.78,12.64,-0.39,23,114
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_staff_A,Staff,staff,A,light/cloth tier,right,,68.61,7.24,8.69,0.07,21,84
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_staff_C,Staff,staff,C,medium/leather tier,right,,70.93,18.39,18.99,0.54,140,424
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_staff_B,Staff,staff,B,light/cloth tier,right,,71.09,10.70,11.81,1.00,80,278
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Shield_A,Shield,shield,A,light/cloth tier,left,,5.60,21.00,21.42,-1.40,17,86
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Shield_C,Shield,shield,C,medium/leather tier,left,,7.98,29.91,30.49,-1.72,17,86
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Shield_B,Shield,shield,B,light/cloth tier,left,,5.20,36.31,22.85,0.54,17,58
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Shield_D,Shield,shield,D,medium/leather tier,left,,9.35,47.65,26.23,-3.54,37,126
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_spear,Spear,spear,,,right,,77.68,3.72,7.28,-0.11,21,86
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Hammer,Hammer,hammer,,,right,,31.75,5.99,12.97,0.01,18,56
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Dagger,Dagger,dagger,,,right,,40.14,3.84,7.32,0.12,15,52
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Axe_C,Axe,axe,C,medium/leather tier,right,,48.32,4.80,25.23,0.08,24,104
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Sword_B,Sword,sword,B,light/cloth tier,right,,52.33,5.01,12.28,0.05,30,118
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Axe_A,Axe,axe,A,light/cloth tier,right,,34.99,3.28,16.15,0.09,15,70
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Mace_A,Mace,mace,A,light/cloth tier,right,,43.02,14.73,16.70,-0.15,50,238
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Axe_B,Axe,axe,B,light/cloth tier,right,,40.53,4.20,11.39,0.08,22,84
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_weapon_Sword_A,Sword,sword,A,light/cloth tier,right,,52.67,4.05,11.05,0.10,23,100
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Xtra_quiver,Quiver,quiver,,,,,10.99,7.83,37.10,-1.73,56,129
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_A,Body,,A,light/cloth tier,,Bip001 Spine001,44.58,15.76,42.65,2.00,90,380
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_C,Body,,C,medium/leather tier,,Bip001 Spine001,44.58,14.76,42.65,2.50,90,380
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_B,Body,,B,light/cloth tier,,Bip001 Spine001,44.58,14.96,42.65,2.39,90,380
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_F,Body,,F,heavy/plate tier,,Bip001 Spine001,44.58,17.98,53.66,0.94,119,516
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_A,Head,,A,light/cloth tier,,Bip001 Head001,10.02,11.87,10.41,-0.34,49,226
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Body_E,Body,,E,medium/leather tier,,Bip001 Spine001,44.58,16.43,42.65,1.66,90,380
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_C,Shoulders,,C,medium/leather tier,,Bip001 L Clavicle001,33.35,20.27,14.03,2.70,34,148
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Head_H,Head,,H,heavy/plate tier,,Bip001 Head001,10.62,16.58,13.07,2.02,59,238
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Shoulderpads_B,Shoulders,,B,light/cloth tier,,Bip001 L Clavicle001,33.62,18.58,11.56,2.94,34,148
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Arms_C,Arms,,C,medium/leather tier,,Bip001 R Hand001,62.60,10.46,17.25,1.90,26,112
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Legs_D,Legs,,D,medium/leather tier,,Bip001 R Foot001,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Legs_B,Legs,,B,light/cloth tier,,Bip001 R Foot001,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Arms_A,Arms,,A,light/cloth tier,,Bip001 R Hand001,62.60,10.46,17.25,1.90,26,112
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Legs_C,Legs,,C,medium/leather tier,,Bip001 R Foot001,20.93,16.18,14.30,-0.80,34,144
Orc,Orcs/models/ORC_Cavalry_Customizable.FBX,ORC_Units_Arms_B,Arms,,B,light/cloth tier,,Bip001 R Hand001,62.60,10.46,17.25,1.90,26,112
