Race,FileCategory,File,PartType,PartName,Group,Slot,Subtype,Variant,Description,Vertices,PolyIndices
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bone_bag,Skeleton,Bone,,,Skeleton bone (Bone_bag),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Quiver_container,Skeleton,Bone,,,Skeleton bone (Quiver_container),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 L Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 L Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 L Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 L Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 L Toe0Nub001,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0Nub001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 R Thigh001,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 R Calf001,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 R Foot001,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 R Toe001,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,bone,Bip001 R Toe0Nub001,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0Nub001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,null,Bip001 Footsteps,Rig,Helper,,,Null helper / rig node (Bip001 Footsteps),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,null,Bip001 Footsteps001,Rig,Helper,,,Null helper / rig node (Bip001 Footsteps001),,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,material,DWF_Standard_Units,material,,,,DWF_Standard_Units,,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,texture,Map #12,texture,,,,Map #12,,
Dwarf,cavalry-character,Dwarves/models/DWF_Cavalry_customizable.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_bow,Equipment,Weapon,bow,,Bow (ranged) variant - (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_staff_B,Equipment,Weapon,staff,B,Staff (caster) variant B (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_staff_A,Equipment,Weapon,staff,A,Staff (caster) variant A (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Shield_B,Equipment,Shield,shield,B,Shield variant B (off-hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Shield_A,Equipment,Shield,shield,A,Shield variant A (off-hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Shield_C,Equipment,Shield,shield,C,Shield variant C (off-hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Shield_D,Equipment,Shield,shield,D,Shield variant D (off-hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_dagger,Equipment,Weapon,dagger,,Dagger variant - (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_spear,Equipment,Weapon,spear,,Spear variant - (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_axe_B,Equipment,Weapon,axe,B,Axe variant B (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_pick,Equipment,Weapon,pick,,Pick (worker tool) variant - (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_axe_A,Equipment,Weapon,axe,A,Axe variant A (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_axe_C,Equipment,Weapon,axe,C,Axe variant C (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_sword_B,Equipment,Weapon,sword,B,Sword variant B (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_hammer_B,Equipment,Weapon,hammer,B,Hammer variant B (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_hammer_A,Equipment,Weapon,hammer,A,Hammer variant A (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Weapon_sword_A,Equipment,Weapon,sword,A,Sword variant A (right-hand weapon mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Xtra_wood,Accessory,Extra,wood,,Wood/log carry prop,,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Xtra_bag,Accessory,Extra,bag,,Belt bag / pouch,,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Xtra_quiver,Accessory,Extra,quiver,,Arrow quiver (back),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Body_A,Body,Body / Torso,,A,Body / Torso variant A (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_A,Body,Head,,A,Head variant A (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Body_E,Body,Body / Torso,,E,Body / Torso variant E (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Body_B,Body,Body / Torso,,B,Body / Torso variant B (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Body_C,Body,Body / Torso,,C,Body / Torso variant C (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Body_D,Body,Body / Torso,,D,Body / Torso variant D (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Shoulderpads_A,Body,Shoulders,,A,Shoulders variant A (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Shoulderpads_B,Body,Shoulders,,B,Shoulders variant B (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Shoulderpads_C,Body,Shoulders,,C,Shoulders variant C (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_M,Body,Head,,M,Head variant M (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_N,Body,Head,,N,Head variant N (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Arms_A,Body,Arms,,A,Arms variant A (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Legs_A,Body,Legs,,A,Legs variant A (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Legs_B,Body,Legs,,B,Legs variant B (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Arms_B,Body,Arms,,B,Arms variant B (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Legs_C,Body,Legs,,C,Legs variant C (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Arms_C,Body,Arms,,C,Arms variant C (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_B,Body,Head,,B,Head variant B (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_C,Body,Head,,C,Head variant C (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_D,Body,Head,,D,Head variant D (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_E,Body,Head,,E,Head variant E (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_F,Body,Head,,F,Head variant F (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_G,Body,Head,,G,Head variant G (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_H,Body,Head,,H,Head variant H (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_I,Body,Head,,I,Head variant I (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_J,Body,Head,,J,Head variant J (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_K,Body,Head,,K,Head variant K (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,mesh_part,DWF_Units_Head_L,Body,Head,,L,Head variant L (swappable body mesh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),27,134
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),73,244
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),22,76
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),27,110
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),17,86
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),21,90
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),32,144
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),16,58
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),15,52
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),33,130
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),40,128
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),33,134
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),56,246
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),31,106
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,96
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),20,68
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),22,78
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),30,90
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),33,162
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),56,123
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),88,350
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),53,266
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),119,678
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),88,350
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),88,350
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),88,350
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),32,136
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),32,136
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),34,148
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),62,286
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),62,286
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),36,192
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),36,192
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),36,192
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),26,112
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),65,292
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),92,410
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),69,300
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),71,310
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),103,422
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),73,320
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),105,432
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),105,456
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),69,310
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),95,408
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,geometry,(unnamed),geometry,,,,(unnamed),81,352
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 Pelvis,Skeleton,Bone,,,Skeleton bone (Bip001 Pelvis),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 Spine,Skeleton,Bone,,,Skeleton bone (Bip001 Spine),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 Neck,Skeleton,Bone,,,Skeleton bone (Bip001 Neck),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 Head,Skeleton,Bone,,,Skeleton bone (Bip001 Head),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 HeadNub,Skeleton,Bone,,,Skeleton bone (Bip001 HeadNub),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 L Clavicle),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 L UpperArm),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 L Forearm),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Hand,Skeleton,Bone,,,Skeleton bone (Bip001 L Hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,L_hand_container,Skeleton,Bone,,,Skeleton bone (L_hand_container),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,L_shield_container,Skeleton,Bone,,,Skeleton bone (L_shield_container),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Clavicle,Skeleton,Bone,,,Skeleton bone (Bip001 R Clavicle),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R UpperArm,Skeleton,Bone,,,Skeleton bone (Bip001 R UpperArm),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Forearm,Skeleton,Bone,,,Skeleton bone (Bip001 R Forearm),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Hand,Skeleton,Bone,,,Skeleton bone (Bip001 R Hand),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,R_hand_container,Skeleton,Bone,,,Skeleton bone (R_hand_container),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bone_wood,Skeleton,Bone,,,Skeleton bone (Bone_wood),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bone_bag,Skeleton,Bone,,,Skeleton bone (Bone_bag),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Quiver_container,Skeleton,Bone,,,Skeleton bone (Quiver_container),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 L Thigh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Calf,Skeleton,Bone,,,Skeleton bone (Bip001 L Calf),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Foot,Skeleton,Bone,,,Skeleton bone (Bip001 L Foot),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 L Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 L Toe0Nub),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Thigh,Skeleton,Bone,,,Skeleton bone (Bip001 R Thigh),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Calf,Skeleton,Bone,,,Skeleton bone (Bip001 R Calf),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Foot,Skeleton,Bone,,,Skeleton bone (Bip001 R Foot),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Toe0,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,bone,Bip001 R Toe0Nub,Skeleton,Bone,,,Skeleton bone (Bip001 R Toe0Nub),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,null,Bip001 Footsteps,Rig,Helper,,,Null helper / rig node (Bip001 Footsteps),,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,material,DWF_Standard_Units,material,,,,DWF_Standard_Units,,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,texture,Map #12,texture,,,,Map #12,,
Dwarf,character,Dwarves/models/DWF_Characters_customizable.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,BONE_BASE,Skeleton,Bone,,,Skeleton bone (BONE_BASE),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_Ballista,Skeleton,Bone,,,Skeleton bone (Bone_Ballista),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_L_block,Skeleton,Bone,,,Skeleton bone (Bone_L_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_R_block,Skeleton,Bone,,,Skeleton bone (Bone_R_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_Bolt,Skeleton,Bone,,,Skeleton bone (Bone_Bolt),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_string,Skeleton,Bone,,,Skeleton bone (Bone_string),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_L_wing_A,Skeleton,Bone,,,Skeleton bone (Bone_L_wing_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_L_wing_B,Skeleton,Bone,,,Skeleton bone (Bone_L_wing_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_R_wing_A,Skeleton,Bone,,,Skeleton bone (Bone_R_wing_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_R_wing_B,Skeleton,Bone,,,Skeleton bone (Bone_R_wing_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_R_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_R_wheel_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_L_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_L_wheel_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_L_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_L_wheel_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,bone,Bone_R_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_R_wheel_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_01_idle.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,BONE_BASE,Skeleton,Bone,,,Skeleton bone (BONE_BASE),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_Ballista,Skeleton,Bone,,,Skeleton bone (Bone_Ballista),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_L_block,Skeleton,Bone,,,Skeleton bone (Bone_L_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_R_block,Skeleton,Bone,,,Skeleton bone (Bone_R_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_Bolt,Skeleton,Bone,,,Skeleton bone (Bone_Bolt),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_string,Skeleton,Bone,,,Skeleton bone (Bone_string),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_L_wing_A,Skeleton,Bone,,,Skeleton bone (Bone_L_wing_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_L_wing_B,Skeleton,Bone,,,Skeleton bone (Bone_L_wing_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_R_wing_A,Skeleton,Bone,,,Skeleton bone (Bone_R_wing_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_R_wing_B,Skeleton,Bone,,,Skeleton bone (Bone_R_wing_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_R_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_R_wheel_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_L_wheel_A,Skeleton,Bone,,,Skeleton bone (Bone_L_wheel_A),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_L_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_L_wheel_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,bone,Bone_R_wheel_B,Skeleton,Bone,,,Skeleton bone (Bone_R_wheel_B),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_02_move.FBX,anim_stack,Take 001,anim_stack,,,,Take 001,,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,BONE_BASE,Skeleton,Bone,,,Skeleton bone (BONE_BASE),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_Ballista,Skeleton,Bone,,,Skeleton bone (Bone_Ballista),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_L_block,Skeleton,Bone,,,Skeleton bone (Bone_L_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_front,Skeleton,Bone,,,Skeleton bone (Bone_front),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_R_block,Skeleton,Bone,,,Skeleton bone (Bone_R_block),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_Bolt,Skeleton,Bone,,,Skeleton bone (Bone_Bolt),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_string,Skeleton,Bone,,,Skeleton bone (Bone_string),,
Elf,animation,Elves/animation/BoltThrower/ELF_boltthrower_03_attack.FBX,bone,Bone_L_wing_A,Skeleton,Bone,,,Skeleton bone (Bone_L_wing_A),,
